HMDB_ID,Match to inchikey1,Match to inchikey,Name,Pubchem_ID,KEGG_ID,ChEBI_ID,CAS,InchiKey,SMILES,InchiKey,InchiKey1,In MML or resource,BASF,Bowes-44,Tox21,AOP Wiki,CTD,IPA,T3DB,Publications,Resource coverage (%),HMDB disease,IPA Toxicity function,AOP Wiki AO,Publication AO,AO source coverage (%),IPA pathway,KEGG pathway,Reactome pathway,PathBank pathway,Pathway source coverage (%),"Total coverage score, %",In S1500+ pathways,S1500+ consistency score,Assay availability,Standard availability,Measurement feasibility score
HMDB0000131,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA-N,Glycerol,753,C00116,17522,56-81-5,PEDCQBHIVMGVHV-UHFFFAOYSA-N,OCC(O)CO,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,MML,Yes,,,,Yes,,Yes,Yes,50,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,66.7,KEGG/Reactome,1,1,1,2
HMDB0000220,IPCSVZSSVZVIGE,IPCSVZSSVZVIGE-UHFFFAOYSA-N,Palmitic acid,985,C00249,15756,57-10-3,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(O)=O,IPCSVZSSVZVIGE-UHFFFAOYSA-N,IPCSVZSSVZVIGE,MML,Yes,,,,,Yes,Yes,Yes,50,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,66.7,KEGG/Reactome,1,1,1,2
HMDB0000254,KDYFGRWQOYBRFD,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Succinic acid,1110,C00042,15741,110-15-6,KDYFGRWQOYBRFD-UHFFFAOYSA-N,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,KDYFGRWQOYBRFD,MML,Yes,,Yes,,,,Yes,Yes,50,Yes,Yes,,Yes,75,Yes,Yes,,Yes,75,66.7,KEGG,1,1,1,2
HMDB0000034,GFFGJBXGBJISGV,GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,190,C00147,16708,2922-28-3,GFFGJBXGBJISGV-UHFFFAOYSA-N,NC1=C2NC=NC2=NC=N1,GFFGJBXGBJISGV-UHFFFAOYSA-N,GFFGJBXGBJISGV,MML,,,,,,,Yes,Yes,25,Yes,Yes,,Yes,75,Yes,Yes,Yes,Yes,100,66.7,KEGG/Reactome,1,1,1,2
HMDB0000239,LXNHXLLTXMVWPM,LXNHXLLTXMVWPM-UHFFFAOYSA-N,Pyridoxine,1054,C00314,16709,58-56-0,LXNHXLLTXMVWPM-UHFFFAOYSA-N,CC1=C(O)C(CO)=C(CO)C=N1,LXNHXLLTXMVWPM-UHFFFAOYSA-N,LXNHXLLTXMVWPM,MML,,,,,,,Yes,Yes,25,Yes,Yes,,Yes,75,Yes,Yes,Yes,Yes,100,66.7,Reactome,1,1,1,2
HMDB0000761,SMEROWZSTRWXGI,,Lithocholic acid,9903,C03990,16325,434-13-9,SMEROWZSTRWXGI-HVATVPOCSA-N,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,SMEROWZSTRWXGI-HVATVPOCSA-N,SMEROWZSTRWXGI,MML,,,Yes,,,Yes,Yes,Yes,50,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,66.7,Reactome,1,1,1,2
HMDB0001008,,,Biliverdin,5353439,C00500,17033,55482-27-4,QBUVFDKTZJNUPP-BBROENKCSA-N,CC1=C(C=C)\C(NC1=O)=C\C1=C(C)C(CCC(O)=O)=C(N1)\C=C1/N=C(/C=C2\NC(=O)C(C=C)=C2C)C(C)=C1CCC(O)=O,QBUVFDKTZJNUPP-BBROENKCSA-N,QBUVFDKTZJNUPP,MML,,,,,,Yes,,Yes,25,Yes,Yes,,Yes,75,Yes,Yes,Yes,Yes,100,66.7,KEGG/Reactome,1,1,1,2
HMDB0001185,MEFKEPWMEQBLKI,,S-Adenosylmethionine,16757548,C00019,15414,52248-03-0,MEFKEPWMEQBLKI-AIRLBKTGSA-O,C[S+](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N,MEFKEPWMEQBLKI-AIRLBKTGSA-O,MEFKEPWMEQBLKI,MML,,,,,,,Yes,Yes,25,Yes,Yes,,Yes,75,Yes,Yes,Yes,Yes,100,66.7,KEGG/Reactome,1,1,1,2
HMDB0000060,WDJHALXBUFZDSR,WDJHALXBUFZDSR-UHFFFAOYSA-N,Acetoacetic acid,96,C00164,15344,4387-93-3,WDJHALXBUFZDSR-UHFFFAOYSA-N,CC(=O)CC(O)=O,WDJHALXBUFZDSR-UHFFFAOYSA-N,WDJHALXBUFZDSR,MML,,,,,,,,Yes,12.5,Yes,Yes,,Yes,75,Yes,Yes,Yes,Yes,100,62.5,KEGG/Reactome,1,1,1,2
HMDB0000027,,,Tetrahydrobiopterin,1125,C00272,15372,17528-72-2,FNKQXYHWGSIFBK-UHFFFAOYSA-N,CC(O)C(O)C1CNC2=C(N1)C(=O)N=C(N)N2,FNKQXYHWGSIFBK-UHFFFAOYSA-N,FNKQXYHWGSIFBK,MML,,,,Yes,,,,,12.5,Yes,Yes,Yes,,75,Yes,Yes,Yes,Yes,100,62.5,KEGG/Reactome,1,0,1,1
HMDB0000044,,,Ascorbic acid,54670067,C00072,29073,50-81-7,CIWBSHSKHKDKBQ-JLAZNSOCSA-N,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,CIWBSHSKHKDKBQ-JLAZNSOCSA-N,CIWBSHSKHKDKBQ,MML,Yes,,,,,Yes,,Yes,37.5,Yes,Yes,,Yes,75,Yes,Yes,,Yes,75,62.5,KEGG,1,1,1,2
HMDB0000673,OYHQOLUKZRVURQ,OYHQOLUKZRVURQ-HZJYTTRNSA-N,Linoleic acid,5280450,C01595,17351,60-33-3,OYHQOLUKZRVURQ-HZJYTTRNSA-N,CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,OYHQOLUKZRVURQ-HZJYTTRNSA-N,OYHQOLUKZRVURQ,MML,Yes,,,,,,Yes,Yes,37.5,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,62.5,KEGG/Reactome,1,1,1,2
HMDB0000036,,,Taurocholic acid,6675,C05122,28865,145-42-6,WBWWGRHZICKQGZ-HZAMXZRMSA-N,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O,WBWWGRHZICKQGZ-HZAMXZRMSA-N,WBWWGRHZICKQGZ,MML,Yes,,,,,Yes,,Yes,37.5,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,62.5,KEGG/Reactome,1,1,1,2
HMDB0000214,AHLPHDHHMVZTML,AHLPHDHHMVZTML-BYPYZUCNSA-N,Ornithine,6262,C00077,15729,3184-13-2,AHLPHDHHMVZTML-BYPYZUCNSA-N,NCCC[C@H](N)C(O)=O,AHLPHDHHMVZTML-BYPYZUCNSA-N,AHLPHDHHMVZTML,MML,Yes,,,,Yes,,,Yes,37.5,Yes,,,Yes,50,Yes,Yes,Yes,Yes,100,62.5,KEGG/Reactome,1,1,1,2
HMDB0000145,DNXHEGUUPJUMQT,,Estrone,5870,C00468,17263,53-16-7,DNXHEGUUPJUMQT-CBZIJGRNSA-N,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,DNXHEGUUPJUMQT-CBZIJGRNSA-N,DNXHEGUUPJUMQT,MML,,,,,Yes,,Yes,Yes,37.5,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,62.5,KEGG/Reactome,1,1,1,2
HMDB0000181,,,L-Dopa,6047,C00355,15765,59-92-7,WTDRDQBEARUVNC-LURJTMIESA-N,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,WTDRDQBEARUVNC-LURJTMIESA-N,WTDRDQBEARUVNC,MML,Yes,,,,,,Yes,Yes,37.5,Yes,,,Yes,50,Yes,Yes,Yes,Yes,100,62.5,KEGG/Reactome,1,1,1,2
HMDB0000043,KWIUHFFTVRNATP,KWIUHFFTVRNATP-UHFFFAOYSA-N,Betaine,247,C00719,17750,107-43-7,KWIUHFFTVRNATP-UHFFFAOYSA-N,C[N+](C)(C)CC([O-])=O,KWIUHFFTVRNATP-UHFFFAOYSA-N,KWIUHFFTVRNATP,MML,,,,,,,,Yes,12.5,Yes,Yes,,Yes,75,Yes,Yes,Yes,Yes,100,62.5,KEGG/Reactome,1,1,1,2
HMDB0000172,AGPKZVBTJJNPAG,AGPKZVBTJJNPAG-WHFBIAKZSA-N,L-Isoleucine,6306,C00407,17191,73-32-5,AGPKZVBTJJNPAG-WHFBIAKZSA-N,CC[C@H](C)[C@H](N)C(O)=O,AGPKZVBTJJNPAG-WHFBIAKZSA-N,AGPKZVBTJJNPAG,MML,Yes,,,,,,Yes,Yes,37.5,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,62.5,KEGG/Reactome,1,1,1,2
HMDB0000050,OIRDTQYFTABQOQ,OIRDTQYFTABQOQ-KQYNXXCUSA-N,Adenosine,60961,C00212,16335,58-61-7,OIRDTQYFTABQOQ-KQYNXXCUSA-N,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,OIRDTQYFTABQOQ-KQYNXXCUSA-N,OIRDTQYFTABQOQ,MML,,Yes,,,,,Yes,Yes,37.5,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,62.5,KEGG/Reactome,1,1,1,2
HMDB0000296,DRTQHJPVMGBUCF,DRTQHJPVMGBUCF-XVFCMESISA-N,Uridine,6029,C00299,16704,58-96-8,DRTQHJPVMGBUCF-XVFCMESISA-N,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O,DRTQHJPVMGBUCF-XVFCMESISA-N,DRTQHJPVMGBUCF,MML,,,,,,,,Yes,12.5,Yes,Yes,,Yes,75,Yes,Yes,Yes,Yes,100,62.5,KEGG/Reactome,1,1,1,2
HMDB0000243,,,Pyruvic acid,1060,C00022,32816,127-17-3,LCTONWCANYUPML-UHFFFAOYSA-N,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,LCTONWCANYUPML,MML,Yes,,,,,,Yes,Yes,37.5,Yes,,,Yes,50,Yes,Yes,Yes,Yes,100,62.5,KEGG,1,1,1,2
HMDB0000197,SEOVTRFCIGRIMH,SEOVTRFCIGRIMH-UHFFFAOYSA-N,Indoleacetic acid,802,C00954,16411,6505-45-9,SEOVTRFCIGRIMH-UHFFFAOYSA-N,OC(=O)CC1=CNC2=C1C=CC=C2,SEOVTRFCIGRIMH-UHFFFAOYSA-N,SEOVTRFCIGRIMH,MML,Yes,,,,,,Yes,Yes,37.5,Yes,Yes,,Yes,75,Yes,Yes,,Yes,75,62.5,KEGG,1,1,1,2
HMDB0000626,,,Deoxycholic acid,222528,C04483,28834,83-44-3,KXGVEGMKQFWNSR-LLQZFEROSA-N,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(O)=O,KXGVEGMKQFWNSR-LLQZFEROSA-N,KXGVEGMKQFWNSR,MML,,,,,,Yes,Yes,Yes,37.5,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,62.5,Reactome,1,1,1,2
HMDB0001139,PXGPLTODNUVGFL,,Prostaglandin F2a,5283078,C00639,15553,13535-33-6,PXGPLTODNUVGFL-UAAPODJFSA-N,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C\CCCC(O)=O,PXGPLTODNUVGFL-UAAPODJFSA-N,PXGPLTODNUVGFL,MML,,,,Yes,,,,,12.5,Yes,Yes,Yes,,75,Yes,Yes,Yes,Yes,100,62.5,KEGG/Reactome,1,0,1,1
HMDB0000016,,,Deoxycorticosterone,6166,C03205,16973,64-85-7,ZESRJSPZRDMNHY-YFWFAHHUSA-N,[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,ZESRJSPZRDMNHY-YFWFAHHUSA-N,ZESRJSPZRDMNHY,MML,Yes,,,,,,Yes,,25,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,58.3,KEGG/Reactome,1,1,1,2
HMDB0000134,VZCYOOQTPOCHFL,VZCYOOQTPOCHFL-OWOJBTEDSA-N,Fumaric acid,444972,C00122,18012,110-17-8,VZCYOOQTPOCHFL-OWOJBTEDSA-N,OC(=O)\C=C\C(O)=O,VZCYOOQTPOCHFL-OWOJBTEDSA-N,VZCYOOQTPOCHFL,MML,,,,,,,Yes,Yes,25,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,58.3,KEGG/Reactome,1,1,1,2
HMDB0000305,,,Vitamin A,9904001,C00473,17336,68-26-8,FPIPGXGPPPQFEQ-OVSJKPMPSA-N,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,FPIPGXGPPPQFEQ-OVSJKPMPSA-N,FPIPGXGPPPQFEQ,MML,,,,,,Yes,Yes,,25,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,58.3,KEGG/Reactome,1,0,1,1
HMDB0000030,YBJHBAHKTGYVGT,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,Biotin,171548,C00120,15956,58-85-5,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,YBJHBAHKTGYVGT,MML,,,,,,,Yes,Yes,25,Yes,,,Yes,50,Yes,Yes,Yes,Yes,100,58.3,KEGG/Reactome,1,1,1,2
HMDB0000011,WHBMMWSBFZVSSR,WHBMMWSBFZVSSR-GSVOUGTGSA-N,(R)-3-Hydroxybutyric acid,92135,C01089,17066,625-72-9,WHBMMWSBFZVSSR-GSVOUGTGSA-N,C[C@@H](O)CC(O)=O,WHBMMWSBFZVSSR-GSVOUGTGSA-N,WHBMMWSBFZVSSR,MML,Yes,,,,,,,Yes,25,Yes,,,Yes,50,Yes,Yes,Yes,Yes,100,58.3,KEGG,1,1,1,2
HMDB0000292,LRFVTYWOQMYALW,LRFVTYWOQMYALW-UHFFFAOYSA-N,Xanthine,1188,C00385,17712,69-89-6,LRFVTYWOQMYALW-UHFFFAOYSA-N,O=C1NC2=C(NC=N2)C(=O)N1,LRFVTYWOQMYALW-UHFFFAOYSA-N,LRFVTYWOQMYALW,MML,,,,,,,Yes,Yes,25,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,58.3,KEGG/Reactome,1,1,1,2
HMDB0000518,RUDATBOHQWOJDD,,Chenodeoxycholic acid,10133,C02528,16755,474-25-9,RUDATBOHQWOJDD-BSWAIDMHSA-N,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,RUDATBOHQWOJDD-BSWAIDMHSA-N,RUDATBOHQWOJDD,MML,,,,,,Yes,,Yes,25,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,58.3,KEGG/Reactome,1,1,1,2
HMDB0002183,MBMBGCFOFBJSGT,MBMBGCFOFBJSGT-KUBAVDMBSA-N,Docosahexaenoic acid,445580,C06429,28125,6217-54-5,MBMBGCFOFBJSGT-KUBAVDMBSA-N,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,MBMBGCFOFBJSGT-KUBAVDMBSA-N,MBMBGCFOFBJSGT,MML,Yes,,,,,,,Yes,25,Yes,Yes,,Yes,75,,Yes,Yes,Yes,75,58.3,KEGG/Reactome,1,1,1,2
HMDB0000517,ODKSFYDXXFIFQN,ODKSFYDXXFIFQN-BYPYZUCNSA-N,L-Arginine,6322,C00062,16467,74-79-3,ODKSFYDXXFIFQN-BYPYZUCNSA-N,N[C@@H](CCCNC(N)=N)C(O)=O,ODKSFYDXXFIFQN-BYPYZUCNSA-N,ODKSFYDXXFIFQN,MML,Yes,,,,Yes,,Yes,Yes,50,Yes,Yes,,,50,Yes,Yes,,Yes,75,58.3,KEGG,1,1,1,2
HMDB0000235,JZRWCGZRTZMZEH,JZRWCGZRTZMZEH-UHFFFAOYSA-N,Thiamine,1130,C00378,18385,67-03-8,JZRWCGZRTZMZEH-UHFFFAOYSA-N,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N,JZRWCGZRTZMZEH-UHFFFAOYSA-N,JZRWCGZRTZMZEH,MML,,,,,,Yes,Yes,,25,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,58.3,KEGG/Reactome,1,0,1,1
HMDB0000990,,,Acetaldehyde,177,C00084,15343,12772-68-8,IKHGUXGNUITLKF-UHFFFAOYSA-N,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,IKHGUXGNUITLKF,MML,,,,,,Yes,Yes,,25,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,58.3,KEGG/Reactome,1,0,1,1
HMDB0000300,ISAKRJDGNUQOIC,ISAKRJDGNUQOIC-UHFFFAOYSA-N,Uracil,1174,C00106,17568,66-22-8,ISAKRJDGNUQOIC-UHFFFAOYSA-N,O=C1NC=CC(=O)N1,ISAKRJDGNUQOIC-UHFFFAOYSA-N,ISAKRJDGNUQOIC,MML,Yes,,,,,,,Yes,25,Yes,,,Yes,50,Yes,Yes,Yes,Yes,100,58.3,KEGG/Reactome,1,1,1,2
HMDB0000157,FDGQSTZJBFJUBT,FDGQSTZJBFJUBT-UHFFFAOYSA-N,Hypoxanthine,790,C00262,17368,68-94-0,FDGQSTZJBFJUBT-UHFFFAOYSA-N,OC1=NC=NC2=C1NC=N2,FDGQSTZJBFJUBT-UHFFFAOYSA-N,FDGQSTZJBFJUBT,MML,,,,,,,Yes,Yes,25,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,58.3,KEGG/Reactome,1,1,1,2
HMDB0000638,POULHZVOKOAJMA,POULHZVOKOAJMA-UHFFFAOYSA-N,Dodecanoic acid,3893,C02679,30805,0143-07-07,POULHZVOKOAJMA-UHFFFAOYSA-N,CCCCCCCCCCCC(O)=O,POULHZVOKOAJMA-UHFFFAOYSA-N,POULHZVOKOAJMA,MML,,,,,,Yes,Yes,,25,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,58.3,Reactome,1,0,1,1
HMDB0000126,AWUCVROLDVIAJX,AWUCVROLDVIAJX-GSVOUGTGSA-N,Glycerol 3-phosphate,439162,C00093,15978,29849-82-9,AWUCVROLDVIAJX-GSVOUGTGSA-N,OC[C@@H](O)COP(O)(O)=O,AWUCVROLDVIAJX-GSVOUGTGSA-N,AWUCVROLDVIAJX,MML,Yes,,,,,,,Yes,25,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,58.3,KEGG/Reactome,1,1,1,2
HMDB0000063,,,Cortisol,5754,C00735,17650,50-23-7,JYGXADMDTFJGBT-VWUMJDOOSA-N,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,JYGXADMDTFJGBT-VWUMJDOOSA-N,JYGXADMDTFJGBT,MML,,,,Yes,Yes,,,,25,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,58.3,KEGG/Reactome,1,1,1,2
HMDB0000742,,,Homocysteine,778,C05330,17230,454-29-5,FFFHZYDWPBMWHY-UHFFFAOYSA-N,NC(CCS)C(O)=O,FFFHZYDWPBMWHY-UHFFFAOYSA-N,FFFHZYDWPBMWHY,MML,,,,Yes,Yes,,Yes,Yes,50,Yes,Yes,,,50,Yes,,Yes,Yes,75,58.3,Reactome,1,1,1,2
HMDB0000363,,,17a-Hydroxypregnenolone,91451,C05138,28750,387-79-1,JERGUCIJOXJXHF-TVWVXWENSA-N,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,JERGUCIJOXJXHF-TVWVXWENSA-N,JERGUCIJOXJXHF,MML,,,,Yes,,Yes,,,25,Yes,,Yes,,50,Yes,Yes,Yes,Yes,100,58.3,KEGG/Reactome,1,0,1,1
HMDB0001498,,,"Inositol 1,4,5-trisphosphate",439456,C01245,16595,85166-31-0,MMWCIQZXVOZEGG-XJTPDSDZSA-N,O[C@@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](O)[C@@H]1OP(O)(O)=O,MMWCIQZXVOZEGG-XJTPDSDZSA-N,MMWCIQZXVOZEGG,IPA,,,,Yes,,Yes,,,25,,Yes,Yes,,50,Yes,Yes,Yes,Yes,100,58.3,KEGG/Reactome,1,0,1,1
HMDB0002802,MFYSYFVPBJMHGN,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,Cortisone,222786,C00762,16962,53-06-5,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,MFYSYFVPBJMHGN,MML,,,,Yes,Yes,,,,25,Yes,Yes,Yes,,75,,Yes,Yes,Yes,75,58.3,KEGG,1,1,1,2
HMDB0000374,DBPWSSGDRRHUNT,DBPWSSGDRRHUNT-CEGNMAFCSA-N,17-Hydroxyprogesterone,6238,C01176,17252,1050677-68-3,DBPWSSGDRRHUNT-CEGNMAFCSA-N,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,DBPWSSGDRRHUNT-CEGNMAFCSA-N,DBPWSSGDRRHUNT,MML,,,Yes,,Yes,,Yes,,37.5,Yes,,,,25,Yes,Yes,Yes,Yes,100,54.2,KEGG/Reactome,1,1,1,2
HMDB0000595,,,Hydrogen carbonate,767,C00288,17544,144-55-8,BVKZGUZCCUSVTD-UHFFFAOYSA-N,OC(O)=O,BVKZGUZCCUSVTD-UHFFFAOYSA-N,BVKZGUZCCUSVTD,MML,,,,,,Yes,,,12.5,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,54.2,KEGG/Reactome,1,0,1,1
HMDB0000855,,,Nicotinamide riboside,439924,C03150,15927,1341-23-7,JLEBZPBDRKPWTD-TURQNECASA-O,NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,JLEBZPBDRKPWTD-TURQNECASA-O,JLEBZPBDRKPWTD,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,Yes,Yes,Yes,Yes,100,54.2,KEGG/Reactome,1,1,1,2
HMDB0001396,ZNOVTXRBGFNYRX,ZNOVTXRBGFNYRX-ZGTCLIOFSA-N,5-Methyltetrahydrofolic acid,439234,C00440,15641,134-35-0,ZNOVTXRBGFNYRX-ZGTCLIOFSA-N,CN1C(CNC2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2,ZNOVTXRBGFNYRX-ZGTCLIOFSA-N,ZNOVTXRBGFNYRX,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,Yes,Yes,Yes,Yes,100,54.2,KEGG/Reactome,1,1,1,2
HMDB0000053,,,Androstenedione,6128,C00280,16422,117598-81-9,AEMFNILZOJDQLW-QAGGRKNESA-N,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,AEMFNILZOJDQLW-QAGGRKNESA-N,AEMFNILZOJDQLW,MML,Yes,,,,Yes,,Yes,,37.5,Yes,,,,25,Yes,Yes,Yes,Yes,100,54.2,KEGG/Reactome,1,1,1,2
HMDB0000277,,,Sphingosine 1-phosphate,5283560,C06124,37550,26993-30-6,DUYSYHSSBDVJSM-KRWOKUGFSA-N,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H](N)COP(O)(O)=O,DUYSYHSSBDVJSM-KRWOKUGFSA-N,DUYSYHSSBDVJSM,MML,,,,,,,,Yes,12.5,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,54.2,KEGG/Reactome,1,1,1,2
HMDB0003252,XNRNNGPBEPRNAR,XNRNNGPBEPRNAR-JQBLCGNGSA-N,Thromboxane B2,5283137,C05963,28728,54397-85-2,XNRNNGPBEPRNAR-JQBLCGNGSA-N,CCCCC[C@H](O)\C=C\[C@H]1OC(O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,XNRNNGPBEPRNAR-JQBLCGNGSA-N,XNRNNGPBEPRNAR,MML,,,,,Yes,,,,12.5,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,54.2,KEGG,1,1,1,2
HMDB0001085,VNYSSYRCGWBHLG,,Leukotriene B4,5283128,C02165,15647,71160-24-2,VNYSSYRCGWBHLG-AMOLWHMGSA-N,CCCCC\C=C/C[C@@H](O)\C=C\C=C\C=C/[C@@H](O)CCCC(O)=O,VNYSSYRCGWBHLG-AMOLWHMGSA-N,VNYSSYRCGWBHLG,MML,,,,,Yes,,,,12.5,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,54.2,KEGG/Reactome,1,1,1,2
HMDB0000014,CKTSBUTUHBMZGZ,CKTSBUTUHBMZGZ-SHYZEUOFSA-N,Deoxycytidine,13711,C00881,15698,951-77-9,CKTSBUTUHBMZGZ-SHYZEUOFSA-N,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1,CKTSBUTUHBMZGZ-SHYZEUOFSA-N,CKTSBUTUHBMZGZ,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,Yes,Yes,Yes,Yes,100,54.2,KEGG/Reactome,1,1,1,2
HMDB0000045,UDMBCSSLTHHNCD,UDMBCSSLTHHNCD-KQYNXXCUSA-N,Adenosine monophosphate,6083,C00020,16027,###############################################################################################################################################################################################################################################################,UDMBCSSLTHHNCD-KQYNXXCUSA-N,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,UDMBCSSLTHHNCD-KQYNXXCUSA-N,UDMBCSSLTHHNCD,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,Yes,Yes,Yes,Yes,100,54.2,KEGG/Reactome,1,1,1,2
HMDB0000099,,,L-Cystathionine,439258,C02291,17482,56-88-2,ILRYLPWNYFXEMH-WHFBIAKZSA-N,N[C@@H](CCSC[C@H](N)C(O)=O)C(O)=O,ILRYLPWNYFXEMH-WHFBIAKZSA-N,ILRYLPWNYFXEMH,MML,,,Yes,,,Yes,,Yes,37.5,Yes,,,,25,Yes,Yes,Yes,Yes,100,54.2,KEGG/Reactome,1,1,1,2
HMDB0000097,OEYIOHPDSNJKLS,OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,305,C00114,15354,67-48-1,OEYIOHPDSNJKLS-UHFFFAOYSA-N,C[N+](C)(C)CCO,OEYIOHPDSNJKLS-UHFFFAOYSA-N,OEYIOHPDSNJKLS,MML,,,,,,,,Yes,12.5,Yes,Yes,,,50,Yes,Yes,Yes,Yes,100,54.2,KEGG/Reactome,1,1,1,2
